20/09/2018,1900,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
17/09/2018,-100,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
14/09/2018,-100,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
12/09/2018,-300,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
05/09/2018,-100,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
31/08/2018,-100,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
29/08/2018,-100,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
22/08/2018,1900,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
20/08/2018,-100,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
17/08/2018,-100,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
15/08/2018,-300,M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF. FUN-20:42-M/C REJ - INSUFF.
